case,dri,source,stage,permutation
Aargau,0.33809812070167955,permutation,0,87
Aargau,-0.04505154882847617,permutation,0,88
Aargau,0.16075547515748223,permutation,0,89
Aargau,0.22044511984038295,permutation,0,90
Aargau,0.12002366610593351,permutation,0,91
Aargau,0.22110084073571867,permutation,0,92
Aargau,-0.036575565111934716,permutation,0,93
Aargau,0.4367616565592729,permutation,0,94
Aargau,0.05027389139682614,permutation,0,95
Aargau,0.3202696637470992,permutation,0,96
Aargau,0.2530715330449891,permutation,0,97
Aargau,0.05102441426194071,permutation,0,98
Aargau,0.052952754322916684,permutation,0,99
Aargau,0.290337698238768,permutation,0,100
Aargau,0.29240813648581443,permutation,0,101
Aargau,0.0256455155398847,permutation,0,102
Aargau,0.06963142848248394,permutation,0,103
Aargau,0.26354298684155775,permutation,0,104
Aargau,0.3495089664713391,permutation,0,105
Aargau,0.007444790480687136,permutation,0,106
Aargau,0.1261590508949182,permutation,0,107
Aargau,0.17293861646494624,permutation,0,108
Aargau,0.3815776310025789,permutation,0,109
Aargau,-0.10241713671879582,permutation,0,110
Aargau,0.2568975962840745,permutation,0,111
Aargau,0.03541453843811415,permutation,0,112
Aargau,0.2289885138001233,permutation,0,113
Aargau,0.025994937034331533,permutation,0,114
Aargau,0.07555091798641778,permutation,0,115
Aargau,0.19418882292301398,permutation,0,116
Aargau,-0.01697097289754479,permutation,0,117
Aargau,0.35867153385702677,permutation,0,118
Aargau,0.13581794188685103,permutation,0,119
Aargau,0.19527941452868092,permutation,0,120
Aargau,0.28628976386380955,permutation,0,121
Aargau,0.05294280152531328,permutation,0,122
Aargau,0.3936318426113219,permutation,0,123
Aargau,-0.04285163793609881,permutation,0,124
Aargau,0.28595994985207507,permutation,0,125
Aargau,0.017946082856038048,permutation,0,126
Aargau,0.1686861194551521,permutation,0,127
Aargau,0.1440707130397212,permutation,0,128
Aargau,0.27378460938209215,permutation,0,129
Aargau,0.03258966414987974,permutation,0,130
Aargau,0.15741225846582263,permutation,0,131
Aargau,0.13504064379323877,permutation,0,132
Aargau,0.48750392489551975,permutation,0,133
Aargau,-0.0856845187091414,permutation,0,134
Aargau,0.21577386859899828,permutation,0,135
Aargau,0.0876672430394585,permutation,0,136
Aargau,0.1478953629908022,permutation,0,137
Aargau,0.133089331082467,permutation,0,138
Aargau,0.23988520889365605,permutation,0,139
Aargau,0.19670444660669117,permutation,0,140
Aargau,-0.019143516490474743,permutation,0,141
Aargau,0.36390546426578707,permutation,0,142
Aargau,0.2477455564326838,permutation,0,143
Aargau,0.08782728855684474,permutation,0,144
Aargau,0.40488009764131183,permutation,0,145
Aargau,-0.019840822590459828,permutation,0,146
Aargau,0.3501356368263868,permutation,0,147
Aargau,0.03597667958453599,permutation,0,148
Aargau,0.2000223051651986,permutation,0,149
Aargau,0.06783577497446469,permutation,0,150
Aargau,0.23446224428034546,permutation,0,151
Aargau,0.1323252647709865,permutation,0,152
Aargau,0.1431769713529094,permutation,0,153
Aargau,0.21537110795658942,permutation,0,154
Aargau,0.20246811576079837,permutation,0,155
Aargau,0.11957686197318296,permutation,0,156
Aargau,0.09904251225071858,permutation,0,157
Aargau,0.22541359463931765,permutation,0,158
Aargau,0.0656106505173395,permutation,0,159
Aargau,0.22321518182981448,permutation,0,160
Aargau,0.13816364739273412,permutation,0,161
Aargau,0.06801723495656198,permutation,0,162
Aargau,0.33165400773511444,permutation,0,163
Aargau,-0.030299656228988114,permutation,0,164
Aargau,0.19365423966727358,permutation,0,165
Aargau,0.1413529015267172,permutation,0,166
Aargau,0.25678458128358783,permutation,0,167
Aargau,0.04607241925584127,permutation,0,168
Aargau,0.2788028032065082,permutation,0,169
Aargau,0.03765180838656268,permutation,0,170
Aargau,-0.012866084880989503,permutation,0,171
Aargau,0.3653292521183551,permutation,0,172
Aargau,0.05527854352705264,permutation,0,173
Aargau,0.22947598365892774,permutation,0,174
Aargau,0.1041674001578703,permutation,0,175
Aargau,0.12511946101796023,permutation,0,176
Aargau,0.1977317805155061,permutation,0,177
Aargau,0.16505034719665557,permutation,0,178
Aargau,0.4206826113248634,permutation,0,179
Aargau,-0.07989276041870197,permutation,0,180
Aargau,0.21715808901058686,permutation,0,181
Aargau,0.08349065996528382,permutation,0,182
Aargau,0.24751678418290068,permutation,0,183
Aargau,0.0322602940613641,permutation,0,184
Aargau,0.16322799736795823,permutation,0,185
Aargau,0.1725611773546989,permutation,0,186
Aargau,0.3166680532626025,permutation,0,187
Aargau,0.0748552146785828,permutation,0,188
Aargau,0.19752046324193406,permutation,0,189
Aargau,0.1421608003418573,permutation,0,190
Aargau,0.12177516332758631,permutation,0,191
Aargau,0.16136125521570133,permutation,0,192
Aargau,0.2235341827784223,permutation,0,193
Aargau,0.14711930542783502,permutation,0,194
Aargau,0.14330727474631355,permutation,0,195
Aargau,0.15832816506195124,permutation,0,196
Aargau,0.03286816529554959,permutation,0,197
Aargau,0.2749794524792215,permutation,0,198
Aargau,0.10209879708558733,permutation,0,199
Aargau,0.25848013074214315,permutation,0,200
Aargau,0.19276917360562962,permutation,0,201
Aargau,0.10264472916020484,permutation,0,202
Aargau,0.1267869010558791,permutation,0,203
Aargau,0.13089355845258832,permutation,0,204
Aargau,0.19385287748208468,permutation,0,205
Aargau,0.1374998242221699,permutation,0,206
Aargau,0.11474449312460999,permutation,0,207
Aargau,0.20514743823241122,permutation,0,208
Aargau,0.20331556642751503,permutation,0,209
Aargau,0.15104816291090684,permutation,0,210
Aargau,0.09069636995947894,permutation,0,211
Aargau,0.15683674728375308,permutation,0,212
Aargau,0.28076428685305244,permutation,0,213
Aargau,-0.00779663889223059,permutation,0,214
Aargau,0.2742497289929293,permutation,0,215
Aargau,0.016463601763912372,permutation,0,216
Aargau,0.0729483023701798,permutation,0,217
Aargau,0.24454479528436357,permutation,0,218
Aargau,0.15651100138364482,permutation,0,219
Aargau,0.08996550339272202,permutation,0,220
Aargau,0.24642568039580515,permutation,0,221
Aargau,0.08255229312790124,permutation,0,222
Aargau,-0.022631511271566596,permutation,0,223
Aargau,0.35509903837047263,permutation,0,224
Aargau,0.2455384313655946,permutation,0,225
Aargau,0.07671516830174663,permutation,0,226
Aargau,0.1795123897820492,permutation,0,227
Aargau,0.08976923212472476,permutation,0,228
Aargau,0.1287706299292406,permutation,0,229
Aargau,0.22667509686143017,permutation,0,230
Aargau,0.19392518057869212,permutation,0,231
Aargau,0.1394766814657722,permutation,0,232
Aargau,0.04654305900303868,permutation,0,233
Aargau,0.20709376060220142,permutation,0,234
Aargau,0.32618845296417787,permutation,0,235
Aargau,-0.018013237894196177,permutation,0,236
Aargau,0.29089245407601294,permutation,0,237
Aargau,0.0409439774186966,permutation,0,238
Aargau,0.0806312773523874,permutation,0,239
Aargau,0.22696890747386234,permutation,0,240
Aargau,0.10188814777103783,permutation,0,241
Aargau,0.2086525268688113,permutation,0,242
Aargau,0.10707643009029488,permutation,0,243
Aargau,0.18721661282432,permutation,0,244
Aargau,0.27567748419464655,permutation,0,245
Aargau,0.0538691975028307,permutation,0,246
Aargau,0.254489354640528,permutation,0,247
Aargau,0.01959075275089983,permutation,0,248
Aargau,0.3825151494561012,permutation,0,249
Aargau,0.020463751591575985,permutation,0,250
Aargau,0.10629650932499413,permutation,0,251
Aargau,0.19631433758196315,permutation,0,252
Aargau,0.11229550927384024,permutation,0,253
Aargau,0.14898234208777383,permutation,0,254
Aargau,0.15578544521819215,permutation,0,255
Aargau,0.21856323046130277,permutation,0,256
Aargau,0.22916921802125167,permutation,0,257
Aargau,0.09644575325494587,permutation,0,258
Aargau,0.13807390457021196,permutation,0,259
Aargau,0.18582765653245836,permutation,0,260
Aargau,0.09853055593701332,permutation,0,261
Aargau,0.23986005820988532,permutation,0,262
Aargau,0.08082370743594813,permutation,0,263
Aargau,0.22013355017608194,permutation,0,264
Aargau,0.1810245591837809,permutation,0,265
Aargau,0.10693722958637863,permutation,0,266
Aargau,0.21507416541341562,permutation,0,267
Aargau,0.12629915458053986,permutation,0,268
Aargau,0.003973124849631526,permutation,0,269
Aargau,0.3727839453776929,permutation,0,270
Aargau,0.23750043577541313,permutation,0,271
Aargau,0.09200532117865845,permutation,0,272
Aargau,0.11955704419466162,permutation,0,273
Aargau,0.1934117163546556,permutation,0,274
Aargau,0.315955954753109,permutation,0,275
Aargau,0.0465968175909095,permutation,0,276
Aargau,0.0854431349300162,permutation,0,277
Aargau,0.21745031314339625,permutation,0,278
Aargau,0.258367108558035,permutation,0,279
Aargau,0.09502652591131833,permutation,0,280
Aargau,0.3712261929988405,permutation,0,281
Aargau,0.037488477119481,permutation,0,282
Aargau,0.06629043055441142,permutation,0,283
Aargau,0.23324230527193412,permutation,0,284
Aargau,0.04903146899098787,permutation,0,285
Aargau,0.2514823143771825,permutation,0,286
Aargau,0.009867919159685545,permutation,0,287
Aargau,0.33447087330045133,permutation,0,288
Aargau,0.19879543996863336,permutation,0,289
Aargau,0.07064439517289922,permutation,0,290
Aargau,0.08936340699902434,permutation,0,291
Aargau,0.252553252390987,permutation,0,292
Aargau,0.013851103504437079,permutation,0,293
Aargau,0.3042602322394079,permutation,0,294
Aargau,0.20705663412814856,permutation,0,295
Aargau,0.125911149682556,permutation,0,296
Aargau,0.037007622553245856,permutation,0,297
Aargau,0.23422767813384082,permutation,0,298
Aargau,0.09415755237824475,permutation,0,299
Aargau,0.18727468960833837,permutation,0,300
Aargau,0.07411128138654166,permutation,0,301
Aargau,0.3278021319064739,permutation,0,302
Aargau,0.2991321204937898,permutation,0,303
Aargau,-0.014068430413890387,permutation,0,304
Aargau,0.36533266388785757,permutation,0,305
Aargau,-0.030822400079140944,permutation,0,306
Aargau,0.12191436376534526,permutation,0,307
Aargau,0.25011383638808327,permutation,0,308
Aargau,0.04565243596885393,permutation,0,309
Aargau,0.27325408915226257,permutation,0,310
Aargau,0.05282647604605395,permutation,0,311
Aargau,0.22538743685321605,permutation,0,312
Aargau,0.12392665101693812,permutation,0,313
Aargau,0.18926812925189274,permutation,0,314
Aargau,0.07847962191196567,permutation,0,315
Aargau,0.1331980431692097,permutation,0,316
Aargau,-0.07389774183897457,permutation,0,317
Aargau,0.4658190697868454,permutation,0,318
Aargau,-0.052954532842119595,permutation,0,319
Aargau,0.3788358085819121,permutation,0,320
Aargau,-0.010799397415738321,permutation,0,321
Aargau,0.3012382530201816,permutation,0,322
Aargau,0.07698466430543682,permutation,0,323
Aargau,0.3039575699059853,permutation,0,324
Aargau,0.19729223099085735,permutation,0,325
Aargau,0.16175508034363495,permutation,0,326
Aargau,0.03081547617385061,permutation,0,327
Aargau,0.2598494163222169,permutation,0,328
Aargau,0.3039815881414305,permutation,0,329
Aargau,0.11844611582338138,permutation,0,330
Aargau,0.2943367440685958,permutation,0,331
Aargau,0.040468362863643303,permutation,0,332
Aargau,0.05874108996486638,permutation,0,333
Aargau,0.29730717071980584,permutation,0,334
Aargau,0.25971714880184105,permutation,0,335
Aargau,0.025603070282896212,permutation,0,336
Aargau,0.2328523435255856,permutation,0,337
Aargau,0.10910803618494547,permutation,0,338
Aargau,0.02392813868281074,permutation,0,339
Aargau,0.41132507944812113,permutation,0,340
Aargau,0.10700168110942787,permutation,0,341
Aargau,0.17488874670136068,permutation,0,342
Aargau,-0.007945592678970437,permutation,0,343
Aargau,0.4222856211630077,permutation,0,344
Aargau,0.22377961577962058,permutation,0,345
Aargau,0.0866203985693812,permutation,0,346
Aargau,0.19206791345625507,permutation,0,347
Aargau,0.17906475591220072,permutation,0,348
Aargau,0.1290082566051991,permutation,0,349
Aargau,0.17747002461371086,permutation,0,350
Aargau,0.4117642832954609,permutation,0,351
Aargau,-0.10635038802506369,permutation,0,352
Aargau,0.19936351250825535,permutation,0,353
Aargau,0.1125881932230628,permutation,0,354
Aargau,0.06095096202406758,permutation,0,355
Aargau,0.2643985335036747,permutation,0,356
Aargau,0.1853659606824054,permutation,0,357
Aargau,0.07160594940015219,permutation,0,358
Aargau,0.2187821821945264,permutation,0,359
Aargau,0.06201500466948251,permutation,0,360
Aargau,0.10704625405952894,permutation,0,361
Aargau,0.18612670835819278,permutation,0,362
Aargau,0.13325167751401668,permutation,0,363
Aargau,0.22716049746346068,permutation,0,364
Aargau,-0.09739506240796525,permutation,0,365
Aargau,0.4044794032657568,permutation,0,366
Aargau,0.12480283340647502,permutation,0,367
Aargau,0.17055433605207604,permutation,0,368
Aargau,0.3082909026938605,permutation,0,369
Aargau,0.07573669523093773,permutation,0,370
Aargau,0.21106299883256185,permutation,0,371
Aargau,0.09881105169820192,permutation,0,372
Aargau,0.08041267946351005,permutation,0,373
Aargau,0.30098730073657953,permutation,0,374
Aargau,0.1932925433598207,permutation,0,375
Aargau,0.15592784281558214,permutation,0,376
Aargau,-0.03406099549941355,permutation,0,377
Aargau,0.39503439721992706,permutation,0,378
Aargau,0.13374284970246264,permutation,0,379
Aargau,0.16085214757685806,permutation,0,380
Aargau,0.12381914614979417,permutation,0,381
Aargau,0.0751990526382369,permutation,0,382
Aargau,0.2698366527233407,permutation,0,383
Aargau,0.09568678073902315,permutation,0,384
Aargau,0.17111536853740872,permutation,0,385
Aargau,0.14187062236740622,permutation,0,386
Aargau,0.027512918298435496,permutation,0,387
Aargau,0.29107203831784134,permutation,0,388
Aargau,0.07785754759544039,permutation,0,389
Aargau,0.2717091736094295,permutation,0,390
Aargau,0.06568681351980787,permutation,0,391
Aargau,0.27404903347343446,permutation,0,392
Aargau,0.2859687073987718,permutation,0,393
Aargau,0.10486780030677556,permutation,0,394
Aargau,0.07282123049841904,permutation,0,395
Aargau,0.16939588913026715,permutation,0,396
Aargau,0.19196086733222906,permutation,0,397
Aargau,0.05079731210043659,permutation,0,398
Aargau,0.3850359456187096,permutation,0,399
Aargau,-0.04077012880305475,permutation,0,400
Aargau,0.23936799210510218,permutation,0,401
Aargau,0.1395293518883598,permutation,0,402
Aargau,0.147769884125172,permutation,0,403
Aargau,0.21927764699462604,permutation,0,404
Aargau,0.04820571379778538,permutation,0,405
Aargau,0.21641874807410222,permutation,0,406
Aargau,0.2732091279703315,permutation,0,407
Aargau,0.022304978471765713,permutation,0,408
Aargau,0.10041083494031411,permutation,0,409
Aargau,0.22246650875411889,permutation,0,410
Aargau,0.08116403633456426,permutation,0,411
Aargau,0.21934364385410277,permutation,0,412
Aargau,0.2659941941769566,permutation,0,413
Aargau,0.09663577773306264,permutation,0,414
Aargau,0.31965894034033226,permutation,0,415
Aargau,0.005318492797994567,permutation,0,416
Aargau,0.08675668108810664,permutation,0,417
Aargau,0.2370948015251224,permutation,0,418
Aargau,-0.14831219538245954,permutation,0,419
Aargau,0.4455379916345745,permutation,0,420
Aargau,0.3039237293088515,permutation,0,421
Aargau,0.05450601483653572,permutation,0,422
Aargau,-0.007381181904516421,permutation,0,423
Aargau,0.4317300515590998,permutation,0,424
Aargau,0.31103542256693006,permutation,0,425
Aargau,0.09921647036257575,permutation,0,426
Aargau,0.3198369887690644,permutation,0,427
Aargau,0.022757115270607864,permutation,0,428
Aargau,0.17257173894928401,permutation,0,429
Aargau,0.0671766094672126,permutation,0,430
Aargau,0.06112432079424868,permutation,0,431
Aargau,0.16256291051548688,permutation,0,432
Aargau,0.41072277432913284,permutation,0,433
Aargau,-0.004661168723568254,permutation,0,434
Aargau,0.07041204855212646,permutation,0,435
Aargau,0.23765554086292084,permutation,0,436
Aargau,0.12137948477312688,permutation,0,437
Aargau,0.1637314044872047,permutation,0,438
Aargau,0.2609538040262187,permutation,0,439
Aargau,0.03673254066915854,permutation,0,440
Aargau,0.05173389588104427,permutation,0,441
Aargau,0.29164293551232956,permutation,0,442
Aargau,0.04961349161897011,permutation,0,443
Aargau,0.27358203876778475,permutation,0,444
Aargau,-0.0385614761165437,permutation,0,445
Aargau,0.32402015769946924,permutation,0,446
Aargau,0.10921178901151118,permutation,0,447
Aargau,0.16075603268088412,permutation,0,448
Aargau,0.10263469527152491,permutation,0,449
Aargau,0.18370431006228283,permutation,0,450
Aargau,0.26306480695009427,permutation,0,451
Aargau,0.08739137766429073,permutation,0,452
Aargau,-0.03400686557052468,permutation,0,453
Aargau,0.387303299242181,permutation,0,454
Aargau,0.15996856093337364,permutation,0,455
Aargau,0.20773536103118895,permutation,0,456
Aargau,0.08025118267223119,permutation,0,457
Aargau,0.2048381000713324,permutation,0,458
Aargau,0.1020477782865743,permutation,0,459
Aargau,0.1893750252643469,permutation,0,460
Aargau,0.27070072710897475,permutation,0,461
Aargau,0.03158778775564053,permutation,0,462
Aargau,0.0571158480276166,permutation,0,463
Aargau,0.2605289253934673,permutation,0,464
Aargau,0.24320658337800372,permutation,0,465
Aargau,0.007508178865113013,permutation,0,466
Aargau,0.14345768633654798,permutation,0,467
Aargau,0.20767169235469618,permutation,0,468
Aargau,-0.019248895912656105,permutation,0,469
Aargau,0.3806963249351376,permutation,0,470
Aargau,-0.045021404361730855,permutation,0,471
Aargau,0.3869240804051377,permutation,0,472
Aargau,0.05133756367345055,permutation,0,473
Aargau,0.30660861637886394,permutation,0,474
Aargau,0.019285495996050006,permutation,0,475
Aargau,0.3064792687249569,permutation,0,476
Aargau,0.17389161533171982,permutation,0,477
Aargau,0.19230362314644678,permutation,0,478
Aargau,0.06328458584979813,permutation,0,479
Aargau,0.21328379946464415,permutation,0,480
Aargau,0.10235504171718546,permutation,0,481
Aargau,0.22956814713577378,permutation,0,482
Aargau,0.258170695345489,permutation,0,483
Aargau,0.041858678510079184,permutation,0,484
Aargau,-0.052261440923501934,permutation,0,485
Aargau,0.4454322763602052,permutation,0,486
Aargau,0.2864841736043766,permutation,0,487
Aargau,0.027444454579229394,permutation,0,488
Aargau,0.033345364895877916,permutation,0,489
Aargau,0.2547173756993255,permutation,0,490
Aargau,0.18322022919713832,permutation,0,491
Aargau,0.07753802428262402,permutation,0,492
Aargau,0.13451324679843157,permutation,0,493
Aargau,0.16970708381811717,permutation,0,494
Aargau,0.16616226073301044,permutation,0,495
Aargau,0.1739492801250433,permutation,0,496
Aargau,0.2652719237673107,permutation,0,497
Aargau,0.006401483050952894,permutation,0,498
Aargau,-0.039208813560795974,permutation,0,499
Aargau,0.4060146386014165,permutation,0,500
Aargau,0.1573348307155289,permutation,0,501
Aargau,0.07367340985308046,permutation,0,502
Aargau,0.11386381497484876,permutation,0,503
Aargau,0.20982465551109541,permutation,0,504
Aargau,0.26496110824975516,permutation,0,505
Aargau,0.08584885117856711,permutation,0,506
Aargau,0.04308817004670429,permutation,0,507
Aargau,0.2663811395703679,permutation,0,508
Aargau,0.3147676671137296,permutation,0,509
Aargau,0.04448708750691055,permutation,0,510
Aargau,0.19389913233361278,permutation,0,511
Aargau,0.19244971766256636,permutation,0,512
Aargau,0.049872302465036045,permutation,0,513
Aargau,0.3271902958014541,permutation,0,514
Aargau,0.17106805822686377,permutation,0,515
Aargau,0.21102624071925624,permutation,0,516
Aargau,0.28312734410588836,permutation,0,517
Aargau,0.1040049902155622,permutation,0,518
Aargau,0.11422707854172076,permutation,0,519
Aargau,0.1999550957000149,permutation,0,520
Aargau,0.18943165265986983,permutation,0,521
Aargau,0.15092339557689738,permutation,0,522
Aargau,0.15917364679209056,permutation,0,523
Aargau,0.12837105827961737,permutation,0,524
Aargau,0.13517429908747047,permutation,0,525
Aargau,0.14812772726193102,permutation,0,526
Aargau,0.17887042077455972,permutation,0,527
Aargau,0.10010861629315859,permutation,0,528
Aargau,0.11744417302265209,permutation,0,529
Aargau,0.16973656876861787,permutation,0,530
Aargau,0.05339473427750918,permutation,0,531
Aargau,0.35785168449901317,permutation,0,532
Aargau,0.03155716887525584,permutation,0,533
Aargau,0.23300622521186054,permutation,0,534
Aargau,0.17846700105941693,permutation,0,535
Aargau,0.1603664298425458,permutation,0,536
Aargau,0.2266381473062844,permutation,0,537
Aargau,0.13501722910618752,permutation,0,538
Aargau,0.1961897336199021,permutation,0,539
Aargau,0.1424044896383896,permutation,0,540
Aargau,0.20759505076367835,permutation,0,541
Aargau,0.14304114021263103,permutation,0,542
Aargau,0.04058322940287851,permutation,0,543
Aargau,0.34183123188646247,permutation,0,544
Aargau,-0.05660399330198784,permutation,0,545
Aargau,0.4079328103230482,permutation,0,546
Aargau,-0.027669928438158964,permutation,0,547
Aargau,0.4570873525767565,permutation,0,548
Aargau,0.2847127601271402,permutation,0,549
Aargau,0.033137566065764235,permutation,0,550
Aargau,0.15658987088962095,permutation,0,551
Aargau,0.2535267348004455,permutation,0,552
Aargau,0.12449410126195803,permutation,0,553
Aargau,0.11381868689437735,permutation,0,554
Aargau,0.2964224975784644,permutation,0,555
Aargau,0.04352268975583051,permutation,0,556
Aargau,0.27157262859759146,permutation,0,557
Aargau,0.05460562366811317,permutation,0,558
Aargau,0.26967526328239644,permutation,0,559
Aargau,0.07272420689101566,permutation,0,560
Aargau,0.2104012087288698,permutation,0,561
Aargau,0.2299863775009261,permutation,0,562
Aargau,0.06360416114761169,permutation,0,563
Aargau,0.30232192082372933,permutation,0,564
Aargau,0.27635598306961806,permutation,0,565
Aargau,0.07275688611531983,permutation,0,566
Aargau,0.07387245815076415,permutation,0,567
Aargau,0.27402880719123424,permutation,0,568
Aargau,0.33925172593542574,permutation,0,569
Aargau,0.03862065707216367,permutation,0,570
Aargau,-0.0032738685133201217,permutation,0,571
Aargau,0.32487966480852215,permutation,0,572
Aargau,0.05483187008261026,permutation,0,573
Aargau,0.2317948875473912,permutation,0,574
Aargau,0.03919561575534858,permutation,0,575
Aargau,0.2755195380893807,permutation,0,576
Aargau,0.2195428527601484,permutation,0,577
Aargau,0.0894530247965386,permutation,0,578
Aargau,0.2852108187504032,permutation,0,579
Aargau,0.06521098375890699,permutation,0,580
Aargau,0.33725461407798374,permutation,0,581
Aargau,0.00159446981940925,permutation,0,582
Aargau,0.24841744740225558,permutation,0,583
Aargau,0.03896847014447613,permutation,0,584
Aargau,0.2975876621417357,permutation,0,585
Aargau,0.019630115873057186,permutation,0,586
Aargau,0.10949461972411867,permutation,0,587
Aargau,0.18109443134462078,permutation,0,588
Aargau,0.2374350179765352,permutation,0,589
Aargau,0.07674279034483233,permutation,0,590
Aargau,0.02753163841803885,permutation,0,591
Aargau,0.2264826378513738,permutation,0,592
Aargau,0.25363080107999303,permutation,0,593
Aargau,0.052947776262826984,permutation,0,594
Aargau,0.031776156648692266,permutation,0,595
Aargau,0.33722109844145187,permutation,0,596
Aargau,0.18224354259071562,permutation,0,597
Aargau,0.1747231165740335,permutation,0,598
Aargau,0.2576380107318039,permutation,0,599
Aargau,0.08485578413369144,permutation,0,600
Aargau,0.30568678425785345,permutation,0,601
Aargau,0.05547679369454506,permutation,0,602
Aargau,0.42529514890255027,permutation,0,603
Aargau,-0.07152496514313678,permutation,0,604
Aargau,-0.07464790303517876,permutation,0,605
Aargau,0.3895777358391015,permutation,0,606
Aargau,0.3153724689411188,permutation,0,607
Aargau,0.05879119526789145,permutation,0,608
Aargau,0.06153349860916468,permutation,0,609
Aargau,0.25590174643062435,permutation,0,610
Aargau,0.04639326555681622,permutation,0,611
Aargau,0.38550628399848264,permutation,0,612
Aargau,0.21142045792374153,permutation,0,613
Aargau,0.14440544759083984,permutation,0,614
Aargau,0.1473348008269677,permutation,0,615
Aargau,0.13749736059354656,permutation,0,616
Aargau,0.18178001743655692,permutation,0,617
Aargau,0.15321651633995126,permutation,0,618
Aargau,0.10230307925581839,permutation,0,619
Aargau,0.23524072832250753,permutation,0,620
Aargau,0.20492540761722777,permutation,0,621
Aargau,0.033676437287669,permutation,0,622
Aargau,0.1814348802008594,permutation,0,623
Aargau,0.06915121525046275,permutation,0,624
Aargau,0.1981286934398372,permutation,0,625
Aargau,0.11128249007298541,permutation,0,626
Aargau,-0.06293266944289921,permutation,0,627
Aargau,0.36333287107081924,permutation,0,628
Aargau,0.32453474307952135,permutation,0,629
Aargau,-0.07681894447312398,permutation,0,630
Aargau,0.14614788521056887,permutation,0,631
